TEXTO,LABEL
recibindo directo aleatorio,NEUTRO
puto ideo articular,NEGATIVO
molestarse dato suelto apoyar gente nefasto dañar país explicar procesar paso manera independiente atacar masivo insultante partidario base refutar publicación,NEGATIVO
integrante habraconsecuencias venir arra,NEUTRO
dejar coser fácil venir aplanador electoral pintar derecho arrollar decir nuevo fracasar consecuencia inexistente dictadura lugar asumir responsabilidad,NEGATIVO
ser año largar año cortar cruzar dedo día,NEUTRO
vergüenza impotencia dar acabar cambiar volar regresar programar,NEGATIVO
olvidar unirte grupo plataforma mensaje mantener,NEUTRO
tío diciéndole padre vió loco explicar realidad,NEUTRO
único inigualable vizcarra lograr explicarme porqué seguidor,NEUTRO
reunir miembro plataforma queremosentrenar queremoscompetir exigir declarar actividad deportivo esencial entrenamiento deportar basar incentivo económico federación club centro,NEUTRO
izquierdo global imprimir forzar artista liderar nointervención mundo globalizar problema global transregionales regional solucionar local interno alianza común,NEUTRO
querido ser enorme placer interactuar desear corazón feliz juntar hermoso familia ojalá día poder placer leerte,POSITIVO
ateo festejar navidad recordar celebración pagano año,POSITIVO
hablar reducción siniestralidad vía país hacer llamar cautelar ciudadano día feriar navidad,NEUTRO
amigaha ser tónico,NEUTRO
esperar salir temporada anne,NEUTRO
necesitar,NEUTRO
quedar alegría decir recibir vacuno ser vecino recibir recibir lote vacuno político claro político capaz integros,NEUTRO
pensar problema salariar mínimo valor ligar solo pagar emplear multar impuesto afectar remuneración emplear fácil empleador salariar gastar costo,NEGATIVO
pronosticar brozo show decir peor basura tenidocomandado idiota mitómano ignorante vivir palacio nacional,NEGATIVO
tratar reinar venir aptar,NEUTRO
tener razón dejar subir foto videos,NEUTRO
pois facer listo cos mellores libro deste ano lido foron moitos granit,NEUTRO
hora recibirme irme mierda poblar,NEGATIVO
segundar juzgar competencia otorgar amparar permitir,NEUTRO
posible agresión ir provocar destrucción sionista,NEGATIVO
justicia beber nacer proteger dias desear asesino industrializar desear abortoesgenocidio niunbebemenos,NEGATIVO
albe nose haz encantar interactuar precioso esperar,POSITIVO
bueno día cortar líneo pagar corriente necesitar darle solución ocupar trabajar,NEUTRO
toro yasta celebrar muerte personar morir meter,NEGATIVO
angelus recitar año mediodía noche,NEUTRO
paso ensalada lenteja tarar,NEUTRO
ser porqué volver seguir robar quitar apoyo social implantar corrupción comandar verdadero patrón salinista dictar corrupto,NEGATIVO
decir etiquetar innecesario inútil etiquetar necesitar,NEUTRO
vacuno mediocridad máximo expresiónes bueno ejecutadovendido campaña vacunaciónmás imagen lograr buscar amplio inmunización,NEGATIVO
dirección ctiinrh enfocar impulsar promoción ciencia tecnología innovación recurso aguar,NEUTRO
feliz perro pasar salud,POSITIVO
ceñir estrellar iluminar guiar,POSITIVO
vergüenza impotencia dar acabar cambiar volar regresar programar enero ser único lugar mundo atender tel,NEGATIVO
día año amigar medio tomar insolar poner manzana balanza ganar competencia desconocido,POSITIVO
decisión unánime organización político calendario electoral,NEUTRO
palabra moda palabra circunstancia,NEUTRO
querer deserxarvos destas datar esperar teñades moitos,NEUTRO
jajaja referir pinchaglobos inoportuno seguir existir personar creer solo ignorar bueno armar dar coser,NEUTRO
zona peligroso insalubre carbón muerte,NEGATIVO
aplicar brazo izquierdo conocer aplicación vacuno,NEUTRO
chegar continuar usar dar,NEUTRO
intención dulce inocente hijo decir fingir voz masculino,POSITIVO
dejar tiempo hilar recopilatorio tuits hilo ir hacer mesar fijar perfil,NEUTRO
actualidad apoderar empresario ayuso,NEUTRO
feliz gracia vez andar cambiar ánimo cambiar día bueno onda corazón desear,POSITIVO
querer participar encuestar real inviolable régimen morenolopizta,NEUTRO
feliz compromiso claridad video tú parecer,POSITIVO
ledicia éxito seguir picar,POSITIVO
manisfestando trabajar trabajar trabajar alegrar gente dar contar ayudar manifes,NEUTRO
derecho salud ser violar populismo ignorancia lopezelpeorpresidentedelmundo ocurrencia contribuir propagación virus matar mexicano ligadeguerreros,NEGATIVO
academia sportswear top pvp vestir chollazos,NEUTRO
tener salir callar ruso aprobar organismo internacional,NEUTRO
académico integrante participar debatir derecho,NEUTRO
raro joven contestatario intelectualoides silenciar aspiración totalitarista corrupción raro,NEGATIVO
ruso interesar reficar quedar producir solo arepae huevar petróleo uribismo regalar,NEUTRO
ignorar policía dar amor fiesta,POSITIVO
justicia confirmar inventar acusación acosar sexual despedir abogar,NEGATIVO
personal corroborar condicionar mecánico servicio transportar rural interurbano,NEUTRO
temporada disfrutar gastronomía casar ofr,POSITIVO
tristeza ver irresponsable ignorante vida peor,NEGATIVO
ministro confirmar anticipar próximo cargamento ruso ir venir dosis marzo prometer,NEUTRO
mándame foto chamar buscar,NEUTRO
elegir turismo virtual moverme calentito cómodo sofá disfrutar assassinscreedvalhalla ubisoft,POSITIVO
reestructurar traer sanguchitos ir buscar mesar coser pasar mediodía ganar dejarme paz,POSITIVO
hacer terminar frase dar escalofrío malo ser noche querer repartir regalo decir guiñito,NEUTRO
palabra budó duro hora,NEUTRO
traballaron día formar ininterrompida quendas hora entregar comida ceas,NEUTRO
coser hermoso triste vestir día volver encontrar,NEGATIVO
seguidor seguidor mejorar deseo ley garantizar,POSITIVO
vestir gente famoso hacer ritual ir puro drogarse,NEGATIVO
primero vacuno pfizer aterrizar destinar primero instancia,NEUTRO
civil detención granar quedar maldito,NEGATIVO
ser alianza producir temor repulsión cuidar pod,NEGATIVO
presidente idiota rodear idiota peor liderar criminal ambición inteligencia delincuencial,NEGATIVO
argentino esperanzar,POSITIVO
pando cretino hipócrita aportar prestigiar internacional,NEUTRO
padre saludo especial gran país compañía santísimo cubrir caminar lograr libertar paz bienestar necesitar,POSITIVO
región alternativo potente constituyente abogar constitucionalista,NEUTRO
ffaa año cargar fardar incoherencia incompetente demostrar culpar,NEGATIVO
reconocer personal ejercer funcionar formar ininterrumpido favor sociedad,NEUTRO
vivir zacateco llevar tiempo seguir actuación intervención llamar,NEUTRO
pais mafia gente dar contar votar pobre rico facil ahorro ingreso dolarizados gasto dolar irrisorio,NEGATIVO
recopilatorio auto,NEUTRO
protegerla derramar bendición,POSITIVO
llegar hermano,NEUTRO
correcto sacar edad medio centrar año portal,NEUTRO
encerre bañar mandar despensa mba apurenseeeeeeeeee,NEUTRO
benicr tener eunas chispitas ba benir salchiccga manguera página migar pan xhuletas ermano aguar fifueputas encali binieron hayuda,NEUTRO
invertir millón traer tecnología punta ayudar seguir liderar vidrio,NEUTRO
llegar decir mentira ir renovar bola,NEGATIVO
creer violencia justificar sociedad vergonzoso indignante,NEGATIVO
recibir subir tarifar permiso haber contratar hacer contratar,NEGATIVO
imagínense mediar salón enorme aburrir salir bailarín parir,NEGATIVO
resguardar filiación hijes madre lesbiano gestante fallecer separar contraer matrimoniar tener capacidad velar hijo hijes hijo transparentarlo,NEGATIVO
dr mayoría gente entender esperar peor día,NEUTRO
vacuno llegar país latino miércoles unidad cos,NEUTRO
poner inventar clase súper divertir caloría minutar bueno intensidad,NEUTRO
metro danos gracia esperar juntar ángel llegar bendecir rey salvador,POSITIVO
sacar sandalia poner zapatilla buscar comisar,NEUTRO
fútbol analizarlo sistema integrar partir aspecto fragmentarlo quito concepto agregar confusión histeria excelente hilar,NEUTRO
oooooh feliz guapo esperar lado,POSITIVO
dudar reclamar seleccionar operación correcto información contactarte venta llegar acordar,NEUTRO
decir emérito ir mundo matar elefante haciéndose multimillonario partir político,NEGATIVO
dar soñar horrible vosnose querras decir yopero extrañar rer,NEGATIVO
distanciar presentar cambiar mellor reflexión esquerdas vaivéns ano apuntar horror externo limitacións propio honrar mítico segue,NEUTRO
trabajar coordinar detener intimidación dictadura navidadsinpresospoliticos,NEGATIVO
atención hospital naval almirante requerir pediatra hrs urgencia pediátrico,NEGATIVO
total labor personal salud tiempo,NEUTRO
igual follar,NEUTRO
hundir septiembre rebotar menor esperar verano feliz necio incapaz,POSITIVO
earthquake governor generoso,NEUTRO
salud inspiración blues luz,POSITIVO
contar cumplir condenar encarcelar osea descarar,NEGATIVO
vivir querer liderar cambiar tener año postular acción,NEUTRO
familia saar desear año completar felicidad feliz fiesta,POSITIVO
gracia disfrutar día esperar pase genial,POSITIVO
involucrarse revisar afectar norma nuevo plan regulador comunal ingresar,NEUTRO
hacer espíritu navideño perder love hermos,NEUTRO
cultura preparar inyección dinero,NEUTRO
enorme fallecimiento querer amigar admirar hombre,NEGATIVO
llegar diciembre pagarme nivel irresponsabilidad incompetencia,NEGATIVO
acción silenciar piedad saber funcionar,NEUTRO
enfermero adriana vacunarse indisa decidir renunciar ir,NEUTRO
tendo ver,NEUTRO
resumir mayor estafar criminal cometer humanidad,NEGATIVO
ir comprar live,NEUTRO
oír película pensar bueno año ver,NEUTRO
bienvenido comentar extender diestro dirección único intención dar trébol tallar quedo sujetar pulgar índice,NEUTRO
moita gracia demais redar ser responsable subindo foto,NEUTRO
escribir jajaja ñetas,NEUTRO
suceder cantidad comentario tránsfobos surgir gran ignoranc,NEGATIVO
noticiar falso tergiversar univisión cantidad superior votante trump ser ejemplo luchador postura leguaje claro miedo enfrentarse complicidad maldad potenciasmedios interesar poderoso,NEGATIVO
resrvado enviar protector pastor alemán,NEUTRO
bot hablar consciencia inteligencia decir someter acepto transformar entender resistir persistira solo partir minoría derrotar padecer disonancia cognitivo,NEUTRO
ofertar atención estudiante desarrollar práctico revisar,NEUTRO
vacuno llegar canciller marcelo integrante gabinete,NEUTRO
servir reflexionar hijo tiempo paso saber tiempo vida familiar próximo olvidar cuetes estreno díganle valioso importante,NEUTRO
supremo actuar facultad constitucional poder superintendencia direc,NEUTRO
relación nèo hablar interactuar facebook twitter hacer berrinche bebé pequeño ser,NEUTRO
regalo diseño merch lanzar historia universal disponible par,NEUTRO
miercoles,NEUTRO
contactarnos formar simple directo querer conocerte escucharte informarte querer saber,NEUTRO
acuérdense niño ir pasar abuelo cable conexión sentar mesar recordar anécdota divertir bailar merengue viejo departir primo tío,POSITIVO
comer buñuelo noche,NEUTRO
ovar primero personar empezar seguir red valie,NEUTRO
decir cierto contratación llegar bueno término acercamiento interesar ser confirmar hecho temer contractual hecho estático,NEGATIVO
candar pouco caixas esquecidas súpeto inesgotable lem,NEUTRO
guerra civil encontrar datar ejercitar provincia pelear tropa conformar españolar peninsular formar peninsular responsabilidad independencia hispanoamerica,NEGATIVO
decir clase año vida convertir hacer videos faltar solo encontrar semanal distanciar clase desear falaz desinformado malintencionado irreflexivo saludo,NEUTRO
ser gente recurso preparación decir disponer emigrar continuar hacer,NEUTRO
talento ingeniar puro definir grande gol matador marcelo salar cumpleaños,NEGATIVO
alcalde dejar cargar inscribir candidatura constituyente,NEUTRO
sitiar grande corazón desear feliz santo feliznavidad,POSITIVO
mesar limitación interrogante rodear vida sacrificio,NEUTRO
zapar nuevo año nuevo,NEUTRO
educación gente saber reconocer teoría conspiratorio ganar título,NEUTRO
super agente holmes cuidar plano hidroituángose joder ru,NEUTRO
bendición vida amar renovar fuerza paz necesitar gente amor interés genuino demás tú,POSITIVO
ser retrasar mental supino burdo absurdo confuso ridículo ígnaros miedo perder,NEGATIVO
erar amigar decir diagnóstico buque educar mejor,NEUTRO
personar organizar minuto,NEUTRO
juevesmartiano crónico tiempo alegría entregar ilusionar celebración tiempo avaricia exaltación hecho degradante diferenciar clase social,NEUTRO
organización inteligente caracterizar agilidad provocar colaboración creatividad innovación ágil,NEUTRO
gente decir feliz torta cantar cumplir igualito jajaja,POSITIVO
compañero dime bueno decisión país venir gente aplaudir maldito indicador positivo recurrente dudar cordura inteligencia,POSITIVO
dosis sistema alegr,NEUTRO
hola escribir mensaje directo conocer detalle comentario investigar,NEUTRO
claro gobiernodelamuerte malo gestión experto eutanas,NEUTRO
esperanzar tío llevar barrer helar largar fe conseguir helar recuerdo recordar fiesta,NEUTRO
emplazamiento lograr apreciar unidad ad portar procesar constituyente realizar anef formulario,NEUTRO
ministro interior repetir estupidez declarar ambulancia país derr,NEGATIVO
incomodar insufrible decir madre,NEGATIVO
lamentar usar recurso precario falso figurar arte bochinche violencia imagen,NEGATIVO
anunciar bienvenido equipar noam feliz anunciar pilotar francés israelí unir,NEUTRO
día sentir lindo divo inalcanzable día,NEUTRO
diplomático ruso acusar espionaje espiar dedicar obtener información,NEUTRO
reflexionar vida vez positivo alegrar,POSITIVO
ivermectina vitaminad salvar muerte impedir virus haz tratemiento,NEUTRO
cubrir espaciar error conjuntar,NEUTRO
mozo secuestrar mañá castelo ameazaron escopeta despo,NEGATIVO
tener período hacer enriquecer mercantilizar democracia beneficiar propio fósil viviente burguesía incapaz responsabilidad social político poder poblar,NEUTRO
hacer ejercicio año entender crossfitero overall eperimentao satánico crossfit gente loco,NEGATIVO
equipar jugar opinión importar juez pedir estúpido insípido comentario fiesta corazón,NEGATIVO
época echar ponerme pijama navideño igualar hacer galleta junto ver película,POSITIVO
foi ano compricado mundo mellor maneira intentar sacarvos sonriso curtir,NEUTRO
error traer dejarlo ir físico malo,NEGATIVO
temerario campaña mundial infundirnos miedo instar enclaustrar esono feliz luz marino fuerte abrazar elchavismodebesalirporlafuerza transicionsinchavistas nosvemosenlibertad,NEUTRO
político independiente término excluyente despistar caer,NEUTRO
asociación científico médico solicitar gobierno institución país,NEUTRO
manera pendejo perder ganar actor solo recordar imbecil ir reinar solo acabar participación bajo cobrar,NEGATIVO
gran problema argentino haber ser poblar emigrante españolar italiano,NEUTRO
cube reformar interiorismo desear feliznavidad recordar mejorar ideo diseñar decorar reformar casar negociar acercar conocerlas oficina diseñar decoración anunciantesmasvive,NEUTRO
tutorial,NEUTRO
belleza abrazar fuerte llenar amor,POSITIVO
mediocre morenacos extinguirse lograr desatino,NEUTRO
junio petro compartir imagen famoso youtuber mexicano pasar im,NEUTRO
alcohol puro fijo graso inactivo virus mismo hacer jabón aguar,NEUTRO
hacer preguntar querer oír respuesta,NEUTRO
alcalde honorable concejo municipal alcaldesa,POSITIVO
líder realizar limpieza desmalezamiento iluminación parroquia,NEUTRO
endiosar hablar científico aprender educar informar hablar vivir temer complejo nivel mundial población estresada enfermo,NEUTRO
caja salud jubilación universal implementar vacunación universal subvencionar introducir,NEUTRO
falto campaña pedagógico inequívoco cambiar conducta social peligroso evidenciar científico alcanzar reclamar acto fe,NEGATIVO
presidente respetar solo hablar meter,NEUTRO
esonhace dejar ser simbólico gritar viento triunfar comparar camino rural vs carretero problema simbolismo actual sobrevaluándose hecho indicador,NEUTRO
suplicar país borrachuzos economía sobrevivir dar,NEUTRO
liberar palestino querer guerrillero adalies ético honestidad dedicar secuestrar corrupción,NEGATIVO
dar innovación inversión ia próximo año principal ejecutivo predicción futuro,POSITIVO
fecundación óvulo femenino iniciar carrera materialización vida pato,NEUTRO
ser real semejante nivel ingeniar intelectualidad solo personar,NEUTRO
elección general nicolásmaduro pranato regalar haber,NEUTRO
inhumano dolor pérdida deshumanizar,NEGATIVO
respuesta preguntar solo inoperante incompetente,NEGATIVO
atención querer interactuar,NEUTRO
deporte gran proyectar deportivo proyección nacional internacional campamento fútbol alto rendimiento euro mx concluir manera exitoso miércoles día llevarse cabo celaya,NEUTRO
soñar hombre casar hombre anatomia pistola dispararnos,NEUTRO
máscara formalizar alianza bajar ordenar patrón,NEUTRO
covid modelización caso diario provincia dato obtidos escoviddata agradecer labor recompilación actualización último dato provincia dato posterior incompleto azul indicar día actual,NEUTRO
presentar malo ortografiar,NEGATIVO
día grande día noso señor día grande virá apalpador,NEUTRO
publidad nuevo líneo helar ego hecho inspirar especialm,NEUTRO
seguidor seguidor seguir compartir ideo querer desearles feliz navidad mehacefeliz poder compartir intercambiar información ideo propuesta ennavidaddeseo pasar,POSITIVO
dulce,POSITIVO
momento favorito dato ace,POSITIVO
unir partir intelectual causar orgullo triunfar moral luchar poblar año,NEUTRO
ver seguir,NEUTRO
migrante boliviano tierra recibir cartel globo músico davidcastro popular canción volver tierra,NEUTRO
ir familia esperar decepcionar acostar dormir,NEUTRO
mujer revolucionario conflicto cristero procesar construcción ciudad universitario retrato,NEUTRO
cidades moderno constrúense pensar consumidor prototipar varón solteiro menor ano coche,NEUTRO
ver circular calle monterrey sivale tigrescampeón,NEUTRO
señor correistas tarea diputar español criticar líder condenar,NEUTRO
próximo jugar cardenal sábado transmisión comenzar antesala súper señal nacional internacional,NEUTRO
representar antítesis político profesional argentino hacer símbolo profundo decadencia ignorancia sociedad destinar desaparecer tristeza vergüenza,NEGATIVO
consejero dimitir saltarse medir sanitario irse residenciar,NEUTRO
bueno día mención feliz bendición,POSITIVO
encontrar mitad tipo pucón coser solo necesario ayudar narcos,NEUTRO
vida purista diciéndome cantar crítico criticar medio comunicación met,NEUTRO
dirigente arreglar dejar ser comemierda ignorante hombre país fallir malo calidad vida culpar dirigente inepto ladrón ignorante haber,NEGATIVO
enfermero adriana vacunarse indisa decidir renunciar ir ayudar parecer casar preferir ir renunciar indisa ver comparación,NEUTRO
aaaaaaa tambn amar,POSITIVO
ideologización decir,NEUTRO
gustar hablar equilibrista importante caerse arte estar hacer prodigio gente dar ser,NEUTRO
vacuno millón gente dejar hacer cancelar invertir dinero publicidad foca tirar economía quedar gente mentira basto,NEUTRO
feliz,POSITIVO
bueno día buenjueves feliznavidad peronovaaserfelizparatodosparece,POSITIVO
coletazo dar desesperación resultar ooss mellor colectivo unha integración,NEUTRO
expresar importante poder celebrar año solo esperar eterno vivir,POSITIVO
gente condenar injusto confiscación opositor incluir propiedad piñateada confiscar arbitrario,NEUTRO
comenzar meterlos preso viejo falso hipócrita,NEGATIVO
gracia feliz fiesta feliz navidad,POSITIVO
recibir primero dosis vacuno país región obtenerla,NEUTRO
fundo monty esquerda,NEUTRO
fariseo hipócrita francisserás reprender,NEUTRO
increíble pobreza nuestrobpais terrible pobreza mental ignorancia gente,NEGATIVO
domingo reunir conocer proyectar atenea recibir invitación participar,NEUTRO
querer saber señor disponer ponerse ir atender positivo,POSITIVO
querer poeta,NEUTRO
espiar querer abrazo mejorar deseo ansiar poder seguir leer corazón mano,NEUTRO
político periodista hablar belén mencionar,NEUTRO
navideño artista poner,NEUTRO
bueno ejecutar decir usar vender realidad campaña vacunación politiquería imagen ciencia lograr buscar lograr cobertura amplio inmunización,NEUTRO
cínico despojador tierra paracos narcotraficante,NEGATIVO
único formar clasificar sudamericano coser raro ver difícil,NEUTRO
moita gracia demais redar ser responsable subindo foto abrazar,NEUTRO
acordar servicio,NEUTRO
meu abuelo canto grado declar,NEUTRO
comparar hacer hospital completar iniciar mejor opciónsolo miembro ilógico,NEUTRO
año atípico singular querer desearles feliz fiesta agradecerles haber confiar trabajar ser enorme compartir intercambiar ideo feliz fiesta,POSITIVO
ir educar tú ser superior bajo palmero alsina subir,NEUTRO
haber leer gente vida saltar escapar,NEUTRO
enlazar seguir sen querer molestia,NEUTRO
dejar pelotudearmee inventar laspruebas creer bien sumo seguidor qlos nevesita coser conseguirlos mentir ocultar desacreditar ocultar orgulloso,NEGATIVO
gracia bb apoyar puto situación cansar histérico,NEUTRO
feliz navidad,POSITIVO
illustración hablar hispano ser placer trabajar esperar hacerlo,NEUTRO
creer pinotismo solución ser alaphiliipista ineista,NEUTRO
trancar robar arrendar embolsilló millón mirar corrupto grupo danilo danilo serio,NEGATIVO
práctico abrirse dejar hablar repente violento,NEGATIVO
rioja certificar verano ddjj pampa permiso,NEUTRO
bueno día feliz viernes noche bueno compañía noche especial portar portar gachó invitar saludar frío georgia,POSITIVO
decir,NEUTRO
vaucnado español confirmar sentir nuseas vmits vacunacion,NEUTRO
creencia amarme querer aferrar idealización amor,NEUTRO
nuevo puente rotonda acceso ensanchar puente,NEUTRO
año complicar desear mejorar fiesta navideño canción escribir interpretar,POSITIVO
andén romper amor imposible benjamín esposito año,NEUTRO
romperme corazon unha dunha formar distinto motivar distinto,NEGATIVO
año difícil navidad año hacer regalar,NEUTRO
estar pensar pasar día contaros amor salir inocente inseguro chiquito,NEUTRO
desear bonito solidario inclusivo navidad importante amor,POSITIVO
seguir temporada anne,NEUTRO
hermanar presospoliticosmilitares recibir noche bueno,POSITIVO
porq quedar recomendación economista embocar acordar pensamiento económico político creer profesional,NEUTRO
impresionante villar hacer navidad empezar vía enblau,NEUTRO
chorrada maldad basar,NEGATIVO
penjo irresponsable cubrebocas,NEGATIVO
periodista escritor economíaparatodopúblico red,NEUTRO
estudio investigación patentar pertenecer latino,NEUTRO
estar día desconexión directo disfrutar gente preocup,NEUTRO
mágico gente difícil lugar favorito día isla capri,NEUTRO
perseguir intentar decirle identidad socio secretar momento negar escuchar,NEUTRO
tener tapaboca diciembre amigo vecinoses clarísimo mensaje independencia elchavismodebesalirporlafuerza transicionsinchavistas nosvemosenlibertad,NEUTRO
problema,NEGATIVO
jazz blues rock año,NEUTRO
corazón latir taaan rápido mano poner re helar minuto gente,NEUTRO
crisis llegar medio divorciar periodista nuevo ecosistema medio comunicación,NEUTRO
bajo inútil tiempo entrar meter usar,NEUTRO
artículo completar imagen miembro https,NEUTRO
saber ser año difícil navidad olvidar evitar aglomeración usar mantener distanciamiento higienizar evitar propagación covid vascularesrd feliz fiesta sdcve,NEUTRO
ver bobolivar petro caudillo voz odiar capitalismo interior amar ser consecuente,NEUTRO
nivel intelectual basar repetir oír salir tonto culto inteligente ver,NEUTRO
educación derecho salud derecho vivienda digno sign,NEUTRO
crítico dosis vacuno juzgar mayor severidad dosis,NEUTRO
acabar suposición padre ausente hijo sano patriarcado mujer resentir ganar ser bueno madre leer feminismo picar falto,NEGATIVO
mejorar deseo pequeñosgrandes racinguistas encargar cuidar inculcar,NEUTRO
bueno existir corralito piñera pasar,NEUTRO
sano saludable alcohol familia transmitir mensaje claro consumir,NEUTRO
prudencia mal pueblo individuo haber saber ser prudente enérgi,NEUTRO
sumar día servicio sector,NEUTRO
capacidad convertir frío derecho izquierdo alucinante,NEUTRO
escarallar illas cíescambiando corriente,NEUTRO
feliz navidad paz tranquilidad espiritual pasar quedar resiliencia vita,POSITIVO
soñar poder avanzar reducción emisión desarrollar limpiar innovador,NEUTRO
enlazar informativo resumir noticioso diciembre informar compartir resumir noticiar importante diciembre través enlazar informativo frecuenciaelemental,NEUTRO
laboratorio democratico hub energetico,NEUTRO
caber dudar cabeza llevar decir mandar tener,NEUTRO
fiesta árbol bueno deseo esperanzar ser navidad lleno esode esperanzar ilusión perder,POSITIVO
contar muerto vergüenza ocultar incompetencia inhumanidad,NEGATIVO
solución problema doterra mamá doterra,NEUTRO
hola juventud,NEUTRO
feliz fiesta paseis poquito gente ocasión fiesta navidad,POSITIVO
cachapa cochino falto domingo,NEGATIVO
feliz desear seguir soñar forzar ilusión ilusión acabar,POSITIVO
oír hoyeee shona,NEUTRO
correar electrónico gracia familia atletica,POSITIVO
calderón hacer rico basto seguir amlo rico lerdo creer faltar leche maternal educación rata irrespetuoso,NEGATIVO
querer poder mandarles millón caja fiscal,NEUTRO
calendario presidente querer,NEUTRO
comunidad riqueza existir maltratar infrautilizar realidad llamar destruir mayor activar,NEUTRO
satélite mundo tener árbol frutal mendicidad desnutrición hambre ser población sano niñ jugar comer,NEGATIVO
control sanitario grito emociòn encantar ver contento chico permiso diputar https,NEUTRO
ir tener dar quedar encerrar decir asmático obeso hipertenso,NEUTRO
cambiar tiempo cheryl casey izzie,NEUTRO
presidente sacar vez bache económico hacer vez año pedir,NEUTRO
población recibir tercero partir dejar defender indefendible ser partir idiota mezquino inhumano,NEGATIVO
parecer igual tarias hacer dolar ojo perrito orto,NEGATIVO
amoooo feliz cumpleaños mejor capricorniano inglés existir,POSITIVO
diferenciar demostrar ignorancia atrevido claro inteligente ignorante educarlos responderles tenerles paciencia pobre mente reducir,NEUTRO
abagodo decir llevar culpar,NEGATIVO
claro osea tendria existir pulsera recuperar,NEUTRO
puto pariu entendi lembrei,NEGATIVO
precioso postal feliznochebuena feliznavidad,POSITIVO
malo invitar bebos mandar posta tipo ocurrir ir tomar básico ir costasierras enroscar loco solo mija,NEUTRO
chorrada maldad basar problema personaje esperar recordar buscar recurrir,NEGATIVO
lindo familia dificiles momento recuerdo poder ayudarnos nostalgia esperar recuperar,NEGATIVO
carne sangrar corazón padre hijo felizjueves feliznochebuena,POSITIVO
ser español raza dorar elegir dios carácter celta seriedad romano conocimiento godo árabe,NEUTRO
doctor físico teóricavamos dar vuelta conocimiento,NEUTRO
cierto saber ver skin comprarla modo foto querés segundar decir guapo hijo mejor jugar irte hacer saberlo gastarme gema,NEUTRO
repetir historia deuda clásico universitario,NEUTRO
navidad confinar matar episodio,NEGATIVO
interactuar ver bueno momento díselo,NEUTRO
conectar discursar,NEUTRO
escuchar cover preguntar pasivo,NEUTRO
nuevo aire especial pulsar contubernio capital tener grupo ser dueño millonarioscrea imperioso necesidad defender dueño impedir criticar abrir imparcial,NEUTRO
día silenciar sentenciar tsjc enmendar plano político lingüístico,NEUTRO
feliz junto canichones,POSITIVO
inspeccionar millón irpf accionar dividendo interesar imponer sociedad,NEUTRO
jefe gracia dictador tratar salvar monarquía aguar,NEUTRO
ahorita día clase personar cubrebocas sano distanciar patio col rojo dejar dar clase rojo,NEUTRO
desear feliznavida suerte regalar participar seguir hacer,POSITIVO
prensar destacar,NEUTRO
culminar éxito limpiatón vía alterno dirección unir sociedad portu,NEUTRO
súper gracioso venir casar llamar telefonillo esperar coche poneros,NEUTRO
año causar paz triste apagar luz mundo,NEGATIVO
ser falar caro chamado amigo percebi hora,NEUTRO
desactivar demandar histórico movimiento antirracista decir caso aislar,NEUTRO
traicionero perverso ignorante pendejo saber decir saber escribir pobre adorar mesías,NEUTRO
quedo esperanzar conseguir determinar logro descansar paz descubrir suficiente,POSITIVO
increíble resultar audiencia impactar social líder claro,POSITIVO
feliz navidad olvidar cuidarnos cuidar solidaridad familia ausencia poder llegar casar abrazar inmenso dias dudar verde,POSITIVO
correcto estimar hacer placer ver pasar país increíblemente,NEUTRO
resolución supremo mención creer comisión multisectorial elaboración informar técnico contener proponer desarrollar integral mejorar calidad vida impulsar cerrar brecha,NEUTRO
ansiedad colectivo potenciar intensificar ansiedad individual retroalimenta propio dinámico grup,NEUTRO
fecho peor soportar ruido fuego artificial caer entender doloroso,NEGATIVO
creer fixemos ano sentirnos cómodo outros outros moitos motivo este día,NEUTRO
sorprendente confesión roberts mejorar amigo coincidir rodaje película ibiza junto ocasionar conversación bonito,NEUTRO
monje imitación descubrir llamar teatro diferente encontrar pasión vega ver película laplaylistdered ahondar sueño infancia,NEUTRO
segundar paso solo pensar coser gobernar mierda,NEGATIVO
exigencia sociedad partir político formar coalición bueno noticiar opinión caminar político impresentable improvisar electo coyuntura trascendental país hora bueno,NEUTRO
descojonarse ayer cantoso árbitro revisar cuento chino andar tomar culo,NEUTRO
mirar fecho gente aprender cerrar hocicar opinar preguntar coser,NEUTRO
médico cubano escribir historia digno glorioso internacionalista cubaporlavida,NEUTRO
testimonio parecer diferente estudio informe,NEUTRO
meme hizó respeto,NEUTRO
nesciente guasón intrascendente gaznápiro,NEUTRO
terminar trimestre cursar ser necesario cerrar centrar escolar virus,NEUTRO
buenasnoticias aprobar noestansolos lempira familia afectar hurac,POSITIVO
amigo encargar lles faga cousas ser tempo difícil montar negociar bromar agora negociar amigo,NEUTRO
practicar palabra soberanía patriotismo ver quedo mente significar vocablo caramba rumbo,NEUTRO
juntar cristo mena vivo legión,NEUTRO
celebrar acto clausurar programar emprego inclusivo acto participar,NEUTRO
hacer mierda salir peor entender llorar quedarse casar inseguridad hacer mundo,NEGATIVO
íntegro incombustible mariano referente mediar biocida fuerte,NEUTRO
excelente laburo,POSITIVO
índice global innovación destacar reflejo potencial infraestructura desempeñar logístico mejorar resultar pisar impactar conocimiento,POSITIVO
haber votar castigar contundente gobernar ir ser diferente,NEGATIVO
